"","x"
"153",92.532946338077
"154",83.097938476776
"155",86.3734214807965
"156",87.1610224393372
"157",91.271587304474
"158",86.7972131279103
"159",92.5454340666301
"160",88.5507015863423
"161",86.0896550196741
"162",82.2321995406899
"163",94.4297441034177
"164",86.6263668835205
"165",77.080549913512
"166",83.6126578818423
"167",84.1103214516129
"168",80.3258775953933
"169",88.4120216084149
"170",73.7014516188894
"171",90.8491290054119
"172",83.5526597049551
"173",77.0994092444413
"174",76.5010471760878
"175",79.2262547101217
"176",87.6941118797788
"177",82.8800400818609
"178",78.0959424217552
"179",80.470706249457
"180",87.7764489277422
"181",85.6057810989985
"182",76.7386519415051
"183",82.9132954793004
"184",75.0260494290367
"185",85.6952920316504
"186",87.9794977965802
"187",84.9875583578422
"188",82.5215614965725
"189",86.0684953341129
"190",82.942400551603
"191",83.2274844631964
"192",80.4450922197122
"193",79.743567437261
"194",76.9935949813204
"195",81.8309580697356
"196",81.0059498419521
"197",82.383897242193
"198",84.9043072875818
"199",83.3875707487301
"200",77.9182230087093
"201",86.9176566905221
"202",86.54817363652
"203",77.175184662664
"204",84.6650649029383
"205",86.6831114110958
"206",82.1605194286879
"207",74.080487943476
"208",84.8294026088375
"209",83.9859577380879
"210",84.9915742768764
"211",81.9850916021604
"212",92.3820425350092
"213",85.4206917358652
"214",85.0953060009431
"215",91.2270042800237
"216",90.0167010843848
"217",82.955769152681
"218",80.7580338944861
"219",85.1157504018365
"220",86.033781496336
"221",79.1245741469214
"222",88.9807231671676
"223",84.0589164502224
"224",80.8312060609615
"225",85.8506365827615
"226",80.9551037697082
"227",81.2737274459827
"228",74.5953062211572
"229",83.853593453493
"230",84.1766121277817
"231",90.9935175419688
"232",84.2918297132924
"233",87.1884770786867
"234",89.7923565086486
"235",86.9776203791538
"236",83.404670595125
"237",72.5749748101687
"238",82.7443070492626
"239",84.3832118545996
"240",79.8551538352862
"241",84.3594995575759
"242",81.0035434128327
"243",80.9249896714206
"244",82.1452774522215
"245",83.2594099386204
"246",78.9687327329917
"247",83.5634965573725
"248",84.3219712061354
"249",83.5264489486225
"250",82.2788811654386
"251",87.8116789295793
"252",83.1122637413006
"253",79.0262616290946
"254",74.9472879019285
"255",89.8643806443342
"256",83.719930695842
"257",80.4300443932137
"258",86.9049008130326
"259",83.8729841799098
"260",86.3877195355866
"261",90.2168922992224
"262",90.819942362665
"263",83.92371625961
"264",85.2562277910087
"265",85.0558024137572
"266",85.3113914758169
"267",79.1240937774285
"268",79.4167899886793
"269",83.3426453063767
"270",86.2202101377457
"271",88.1927615859842
"272",77.1212015531724
"273",78.6190379956519
"274",77.3283448311732
"275",86.0220174308305
"276",87.5493439507962
"277",91.6160785203628
"278",84.6144751145667
"279",81.4399770632861
"280",88.0210297856004
"281",73.8285672300442
"282",80.7241156425235
"283",83.2481078035863
"284",84.1712892122642
"285",83.5820574597506
"286",80.9715465494548
"287",81.5434893880346
"288",77.7110992850462
"289",88.8650644399003
"290",83.3932891760677
"291",73.6161228243342
"292",84.5985142570036
"293",87.7173393685246
"294",87.4299308406315
"295",87.1563749993714
"296",87.7600832058473
"297",87.8573604613168
"298",75.0212749486715
"299",84.9434105450614
"300",78.2237307846106
"301",82.7928214057973
"302",83.8687685236545
"303",81.592221791934
"304",94.3814003400293
"305",83.1371074462538
"306",77.8069725712927
"307",81.0836922633479
"308",74.5600854226445
"309",94.7966252253236
"310",84.1184954283635
"311",78.9064951817568
"312",79.9541585456372
"313",88.1555507991587
"314",81.015675310686
"315",84.6315383630836
"316",81.6628631015049
"317",92.140356858381
"318",81.9573254887137
"319",88.219892105925
"320",87.3399468042756
"321",84.431296755003
"322",85.7619615322602
"323",82.1141187800763
"324",85.7947336380345
"325",83.785909354217
"326",95.7391353046622
"327",81.7785113480593
"328",90.301294186496
"329",88.2870017813982
"330",86.9407971411439
"331",84.8256044423073
"332",83.3794134292875
"333",76.0038692373674
"334",87.0108389055963
"335",81.1695153339947
"336",85.6190161620746
"337",81.5937402033452
"338",82.802354632082
"339",78.1102420633889
"340",81.67158429988
"341",85.5309482943981
"342",91.9725600362788
"343",86.4130649837786
"344",86.8537868971861
"345",79.9540231832802
"346",86.8435321919327
"347",76.9307577987122
"348",81.255034486686
"349",89.8544117387526
"350",86.2213929858911
"351",82.0657368842216
"352",85.393856143833
"353",84.6486516531721
"354",80.2890275683598
"355",81.3096260512482
"356",83.2384650945173
"357",80.3971324034675
"358",84.2539397233158
"359",89.3976658559221
"360",74.8639769370168
"361",81.7391350298783
"362",87.7065640721621
"363",85.2461321883231
"364",85.0537123453236
"365",84.7786244114113
"366",85.4055531308086
"367",84.4708182311842
"368",86.0029036100718
"369",90.2735641849501
"370",85.935518690724
"371",88.2341912446552
"372",85.3723625165267
"373",87.0883346267664
"374",82.4350643783165
"375",67.8745285797266
"376",87.7182568407647
"377",83.6161021056689
"378",79.9227115133127
"379",96.4554837638496
"380",83.7089945638042
"381",86.2513826957023
"382",80.3353060147498
"383",82.5721325354532
"384",83.6714157661668
"385",81.3989362099845
"386",80.2526973972387
"387",99.9994252716418
"388",79.2563503215845
"389",88.7404105169072
"390",94.9159013617311
"391",67.4214551426514
"392",76.7653555997
"393",84.4210259764404
"394",83.1915103865391
"395",83.9325805950769
"396",75.0690501319288
"397",86.1711806793906
"398",90.6422197355502
"399",85.1911218771174
"400",82.5075410059556
"401",84.294651340858
"402",82.968251475657
"403",85.0409612190464
"404",73.7800967575127
"405",85.0253019242158
"406",77.0859033533029
"407",89.4955537992824
"408",74.1906673298695
"409",85.9785036441985
"410",84.1297217184668
"411",90.7777127372029
"412",85.686844552333
"413",83.4853185315386
"414",89.3446721615464
"415",85.2935353311084
"416",87.5162536685483
"417",78.766219552925
"418",81.1853934149422
"419",80.9898859382905
"420",89.315186345537
"421",77.2106720952535
"422",78.8954893307467
"423",83.5349437325215
"424",81.1315515615357
"425",81.2256001246496
"426",84.1541112332267
"427",78.3499592726687
"428",83.1674075202948
"429",93.0342234432878
"430",89.2388415148467
"431",85.004522531189
"432",71.2668122561515
"433",87.4936045729625
"434",86.4637836045112
"435",77.3777005615896
"436",80.2058334683307
"437",81.4491862625981
"438",87.008457636526
"439",77.9656495402072
"440",81.3446425787542
"441",83.4756034268058
"442",76.5334545834649
"443",81.089124488744
"444",87.618732299594
"445",83.3312884148551
"446",84.5216279147863
"447",83.7677238232844
"448",77.8237969807602
"449",86.2720469875877
"450",76.9045137294961
"451",85.9771887566065
"452",84.8288227380225
"453",88.6596035437178
"454",88.6559156564076
"455",88.3510532170801
"456",84.9830802364534
"457",80.7445955417895
"458",89.9126578376981
"459",87.7836470413638
"460",85.1658945849452
"461",75.5159236720998
"462",80.5569206895425
"463",77.7350785107537
"464",88.2031088384993
"465",85.8856466815058
"466",82.7672635130225
"467",83.4728617827132
"468",75.1283970586283
"469",92.9211041876422
"470",84.2675541190034
"471",80.6508325662449
"472",79.7508075232868
"473",93.9535092194403
"474",85.7872051917925
"475",85.1808553140353
"476",85.6960374600925
"477",76.4517046968429
"478",72.899263691454
"479",87.8854263682993
"480",85.7165265781479
"481",77.2298764027813
"482",86.5149447883641
"483",85.0439371384555
"484",81.1654637472825
"485",86.4818902480432
"486",81.1392087043136
"487",82.5952000869153
"488",92.0246745382532
"489",75.587713836307
"490",89.638199699571
"491",86.3879894371786
"492",81.0287774069388
"493",85.3742834950955
"494",76.7624575817495
"495",87.3683876790294
"496",85.2267157922835
"497",89.2702427741479
"498",86.1531523842098
"499",80.0586144438945
"500",93.1226923439313
"501",78.8484021998602
"502",84.5511443755463
"503",86.8275766745877
"504",83.1633595965591
"505",89.6078264459471
"506",89.7317715168079
"507",95.6561793629295
"508",88.6522011697841
"509",82.9399982914781
"510",83.4598191149148
"511",79.5362789748693
"512",92.9705842779627
"513",87.8980540990778
"514",85.4546542785588
"515",81.1003748307305
"516",80.2232386136674
"517",82.1697133656361
"518",94.5209129588328
"519",82.2030596200926
"520",89.0302701304015
"521",81.4907582849157
"522",89.0541683161047
"523",83.0957479587709
"524",81.5340792398145
"525",90.308002373557
"526",86.338398050037
"527",78.5990492849025
"528",77.8348209339817
"529",91.8677580501956
"530",92.1101519235878
"531",82.0236959462254
"532",80.1298260802995
"533",81.876535068906
"534",86.6748788035233
"535",85.0527989457475
"536",79.4034724978111
"537",84.6042968758288
"538",86.2206813846376
"539",82.5344177825017
"540",74.2527778523304
"541",74.3192327420288
"542",81.6420830454788
"543",95.7488908171643
"544",83.5900619163112
"545",80.3174511869242
"546",86.2768033963299
"547",84.3987728085572
"548",83.3146231040846
"549",77.6527663815094
"550",82.5075258370991
"551",86.1404140524694
"552",85.832643874324
"553",73.3852074487448
"554",88.0262553986549
"555",79.3216072717772
"556",86.3084435286839
"557",86.3012284364044
"558",81.3746427761815
"559",80.4232893412126
"560",83.9586399339934
"561",88.3286479245223
"562",82.6726462666061
"563",81.8227941312034
"564",81.5071540577457
"565",78.4792101824433
"566",87.2295427157763
"567",97.3960039872812
"568",77.5713082279485
"569",91.848764452086
"570",92.1502706724412
"571",82.3247762442544
"572",83.308007800212
"573",87.3571177062753
"574",86.2699701293882
"575",84.0119289490047
"576",84.0861661283372
"577",87.274755065241
"578",78.7125654484044
"579",83.1931637414559
"580",81.1587303192586
"581",95.6838055876558
"582",79.3075734099789
"583",81.0256615988765
"584",83.7181539362315
"585",86.9989225348417
"586",89.4022133874278
"587",79.8893849746149
"588",86.1471162999857
"589",90.0424365923233
"590",86.8985585176789
"591",81.9327159125295
"592",75.7135114251685
"593",87.9072165012652
"594",95.5161645754204
"595",98.0626269899082
"596",91.99671863693
"597",88.9477728476413
"598",75.9175577666891
"599",89.8767123295467
"600",83.8529890743657
"601",85.3701162879465
"602",77.596705519201
"603",85.9331778543621
"604",75.5715661250789
"605",81.0668800915966
"606",78.524077827351
"607",83.738807979414
"608",82.7334962246233
"609",78.7427861304902
"610",82.045116847329
"611",85.9062054340224
"612",83.9679811677087
"613",82.2771903336306
"614",82.4908962270084
"615",81.4314808537807
"616",90.0891947676583
"617",86.5358646112091
"618",84.7844293069188
"619",88.0733589732343
"620",93.3012544184165
"621",76.4833011348095
"622",84.5405852958108
"623",86.3513441840675
"624",86.3081030159788
"625",81.9968016052505
"626",83.4729090312567
"627",84.2432853473791
"628",79.8166332380822
"629",75.3261674495552
"630",79.7064371739827
"631",76.0137240372487
"632",83.3397674883876
"633",82.7022641785511
"634",91.5931454687411
"635",84.431864337289
"636",80.2129030561046
"637",82.4399490474169
"638",85.6102292167779
"639",79.3561246713857
"640",85.5717527716611
"641",87.8115882253719
"642",90.5326574420136
"643",77.1911763803925
"644",85.7982399061573
"645",83.9895131326712
"646",84.7001504149001
"647",83.2231140119322
"648",82.4494759203862
"649",85.5951653358438
"650",79.7177146018853
"651",86.3934293465468
"652",78.9135653239305
"653",81.5510252945325
"654",95.5954129119007
"655",81.3881614215382
"656",80.2329679518348
"657",79.4245778411114
"658",84.5419590887254
"659",79.2786867808271
"660",80.5895977975293
"661",86.3606031563545
"662",88.1413632837686
"663",79.7320675947041
"664",81.8193189576787
"665",79.3337126159293
"666",85.3523099353131
"667",82.9010154934682
"668",96.1421152648531
"669",79.182290785898
"670",80.4283580913807
"671",76.74474253386
"672",86.3017331928115
"673",87.3309481794133
"674",86.5912455755161
"675",81.1611264741409
"676",80.8888414121133
"677",72.8683758434861
"678",81.8311660884562
"679",84.6976459995901
"680",83.3127649193757
"681",87.0479480711782
"682",87.3609556440163
"683",82.6586715257531
"684",84.2033984172233
"685",83.6699027650753
"686",85.3602776560962
"687",83.0584284809468
"688",89.3638313660985
"689",84.2701930212881
"690",88.7872842599296
"691",84.5137356249304
"692",82.2951924207296
"693",82.820076026031
"694",80.3380031057659
"695",81.2781179425572
"696",91.4486065388
"697",86.9142505855972
"698",83.0768042520262
"699",86.8130257124114
"700",85.5170376921618
"701",85.3456413713413
"702",79.0459782162401
"703",87.5130140680862
"704",81.6395443341781
"705",85.9055398074203
"706",83.5782925309091
"707",81.9635218280121
"708",79.382625637727
"709",86.9389439027837
"710",85.6416891882371
"711",91.7462015482447
"712",80.6467474014799
"713",82.2887231485721
"714",92.5861955042135
"715",74.8232595328396
"716",93.2033271730444
"717",84.6974618105865
"718",94.0622933892357
"719",81.2035479143888
"720",85.7823419116481
"721",82.4941014433143
"722",81.7050963469232
"723",76.9224206588858
"724",86.1237888095688
"725",80.8068213807357
"726",88.6968315236149
"727",77.7403613218174
"728",74.0110232865983
"729",77.2418861709889
"730",97.5002129084425
"731",86.982348695257
"732",83.2685316354339
"733",74.8144567244391
"734",81.5299980384657
"735",79.1000613732935
"736",86.3514937324293
"737",84.8604564071589
"738",75.1523334187242
"739",79.4336276911273
"740",80.0200115722934
"741",77.4431687258892
"742",83.2467548511045
"743",89.9669002336694
"744",82.9601449595031
"745",72.6502963670101
"746",89.6919023356604
"747",82.581515983217
"748",80.8260406897294
"749",92.0947777668378
"750",82.8262060541015
"751",85.933775196631
"752",83.4061330983139
"753",88.5917170273606
"754",93.504720670158
"755",84.338627160177
"756",84.6308080247614
"757",78.3882539464749
"758",79.9036985361797
"759",85.6907705482975
"760",83.172967679388
"761",80.3475201887763
"762",73.5600797018615
"763",80.3594104330656
"764",83.7330285999756
"765",92.964842112568
"766",84.6968605504601
"767",92.1485875012685
"768",85.7920359745138
"769",86.3811799258445
"770",84.2729689493328
"771",90.0466360298061
"772",91.646562759089
"773",91.7904882663622
"774",78.593156903209
"775",83.4954806991802
"776",83.8700126516484
"777",81.6687000781723
"778",86.2235662390491
"779",91.0187436057755
"780",90.6299203698497
"781",96.7125061929444
"782",80.153303053857
"783",72.191467081244
"784",86.2322300557511
"785",83.9058106447661
"786",83.7823989454712
"787",88.4333511197598
"788",81.7715235525421
"789",93.6334419786049
"790",84.8114587726287
"791",93.0068919898908
"792",80.1268139047563
"793",89.8057193821819
"794",84.6853878159168
"795",84.513579121706
"796",81.9547130608223
"797",85.0748481359166
"798",83.734471560076
"799",88.0993923368219
"800",82.7262139443954
"801",85.5145254382044
"802",79.066559779429
"803",84.8014163911289
"804",83.2155677935681
"805",82.6065552497991
"806",74.1440185402263
"807",88.1318174040465
"808",83.7732594040744
"809",86.0584622547514
"810",81.0464403605556
"811",85.4023492549268
"812",86.4801025132999
"813",83.5912197729772
"814",82.0870939101348
"815",87.0636671413373
"816",78.8689941607302
"817",90.0435777291843
"818",81.4813036590751
"819",84.0445492430778
"820",85.382131189096
"821",79.8268722587982
"822",84.5780796115344
"823",89.0391075171279
"824",86.9149671609986
"825",76.4643601120539
"826",78.6262734748498
"827",83.9076630662394
"828",88.6779530740729
"829",89.9657881091147
"830",93.2458930736022
"831",89.4769556027705
"832",84.5559632861152
"833",91.3007533392591
"834",79.4645512422285
"835",91.6520407443295
"836",93.1561842116974
"837",85.5606250467259
"838",83.6150277932312
"839",87.6509094753996
"840",85.1947608381468
"841",81.8379571366469
"842",83.3354383972924
"843",81.3768118535839
"844",85.1215446090552
"845",88.9536236017316
"846",83.8875197310099
"847",83.4151590043845
"848",91.3982893681664
"849",92.7182722372456
"850",75.3012604000701
"851",84.4564751735217
"852",89.5542722162735
"853",82.2754025827176
"854",76.1649103965428
"855",90.1639000634016
"856",84.0597066603859
"857",86.1485705457779
"858",87.7501288280139
"859",78.0086327180729
"860",83.6790823948865
"861",79.7079397370722
"862",83.7859673173503
"863",90.4292503440281
"864",86.5362276089007
"865",72.3886401290207
"866",85.2519515801693
"867",86.1837845054317
"868",90.6993335494919
"869",82.457071376775
"870",86.0989075369073
"871",87.8830460600085
"872",86.7877948410904
"873",74.3347048969696
"874",68.1505209047907
"875",71.1588688124537
"876",81.961070271357
"877",86.0629816182846
"878",80.3466798120803
"879",84.4188709499762
"880",87.1718243882459
"881",89.8166740381473
"882",79.1913187200065
"883",80.7303143976455
"884",85.2389111873329
"885",83.1548548553241
"886",80.698766397811
"887",81.6587279495598
"888",92.5695147768546
"889",84.0451877071197
"890",81.3880460887247
"891",75.8127956976144
"892",75.1588908405698
"893",80.375334584896
"894",82.6511578052755
"895",88.8097066841684
"896",89.3495199926225
"897",86.1868612164074
"898",83.9172123655134
"899",77.2108714527296
"900",94.7149942817432
"901",76.8815723296616
"902",84.5453174008839
"903",91.9083288444874
"904",78.8464260120236
"905",89.8159209013322
"906",91.1774328772786
"907",74.882220969363
"908",78.1922558915438
"909",84.7604808042985
"910",79.5432981330406
"911",90.5235466483609
"912",87.2440050412471
"913",82.4901882948795
"914",73.1544945152574
"915",73.1789583619154
"916",91.8369094935178
"917",82.1622393566267
"918",81.406446839791
"919",75.0088624254097
"920",82.3804515814773
"921",87.3587722362716
"922",77.7368354362745
"923",76.6442005022012
"924",83.0352414074537
"925",85.9779488013411
"926",83.5940500043396
"927",83.2212304610337
"928",81.823444065066
"929",84.3687040125591
"930",82.8022302285445
"931",81.8766236385184
"932",89.3369984727407
"933",85.4640690928737
"934",79.659094368677
"935",79.2935589065665
"936",83.790265125445
"937",95.4169748852012
"938",87.0662540839734
"939",78.0229195040922
"940",83.7385968677469
"941",91.8567913100932
"942",73.2892475301364
"943",81.9755099943529
"944",82.0737091951621
"945",76.5320149808911
"946",87.084965572289
"947",81.1871388704185
"948",83.5040560610967
"949",81.6660033189704
"950",77.1925981329718
"951",75.3929513950548
"952",95.2584086267753
"953",77.8428812127104
"954",83.4793519654141
"955",81.7776975666587
"956",86.154741252781
"957",75.5777721439698
"958",79.8139241098499
"959",84.0935732296716
"960",85.809755981588
"961",82.6517059420058
"962",83.7303291454909
"963",80.5396729693983
"964",86.490090280843
"965",88.6175705482064
"966",84.9518756187545
"967",87.8920380876069
"968",78.5250156067917
"969",85.4614555178894
"970",81.8475905067284
"971",87.1773768223859
"972",88.745223409372
"973",83.8596361136133
"974",75.4059916830557
"975",83.8460618124089
"976",85.8799437436858
"977",87.3445758561968
"978",86.5298396841344
"979",85.7732385767198
"980",84.4450126669597
"981",82.6596156284711
"982",84.5569159971873
"983",84.4890764294237
"984",83.2352599056246
"985",73.2133889143104
"986",83.3459282405828
"987",84.071750984421
"988",81.2371976218157
"989",82.0292138498219
"990",88.3429870339108
"991",78.5810740088188
"992",78.751430889424
"993",84.1389226296892
"994",83.801807976381
"995",88.1892656686422
"996",80.2094905155316
"997",84.992859443533
"998",87.069605838888
"999",86.8832357415108
"1000",89.3957909204655
"1001",82.9903821369489
"1002",83.1552070416728
"1003",92.2270162805685
"1004",85.3724283274037
"1005",80.0311693979342
"1006",77.9797852920402
"1007",90.3208243850753
"1008",87.8428894224598
"1009",86.7407772361678
"1010",82.4069921606756
"1011",86.7633331505608
"1012",79.3501376450194
"1013",77.939435538889
"1014",85.1965200441269
"1015",82.8590221782063
"1016",77.8367119710004
"1017",71.4818067707505
"1018",86.0616663883221
"1019",86.225524481515
"1020",83.1050418243436
"1021",86.7236324431293
"1022",81.0188935694418
"1023",78.1976895240974
"1024",90.0996334161402
"1025",86.2940737126629
"1026",82.9260386415281
"1027",87.4576969417742
"1028",83.9480365072893
"1029",80.5777769112083
"1030",71.5501169120118
"1031",87.2485146374584
"1032",92.5226598359126
"1033",89.0609465456298
"1034",81.1050934043664
"1035",82.4492642556688
"1036",81.3743939797566
"1037",85.3928924199632
"1038",75.6030118065273
"1039",80.8869326298736
"1040",95.5131285759554
"1041",78.7533555638754
"1042",86.7260120895852
"1043",83.300791513659
"1044",78.7389749527525
"1045",85.6265913570642
"1046",81.5897275187133
"1047",83.2487391286324
"1048",92.5858992472582
"1049",90.2223583477435
"1050",82.3226076134235
"1051",78.2946658934751
"1052",92.1738268375406
"1053",88.3525355186771
"1054",83.9857057158936
"1055",80.3975907344327
"1056",88.0755136021698
"1057",79.1694147474633
"1058",79.3744307295453
"1059",82.1033938160715
"1060",84.2305312618927
"1061",82.0278491885165
"1062",86.8063858426809
"1063",85.4518655185424
"1064",85.4203557704274
"1065",82.4115713450694
"1066",82.08416093139
"1067",92.3541657924748
"1068",79.0846068768662
"1069",74.8654294942081
"1070",78.4594860552422
"1071",87.6586728058409
"1072",87.8999752880849
"1073",94.828353142179
"1074",78.6465145338114
"1075",78.7459194030529
"1076",84.8587719801209
"1077",76.5446793857753
"1078",89.4898606489673
"1079",76.1387273395265
"1080",85.6267858230099
"1081",79.3181165665218
"1082",79.2433408487257
"1083",82.9108704013767
"1084",89.849882986319
"1085",90.7164900463866
"1086",83.9639801340687
"1087",82.8568969871987
"1088",76.4228281546784
"1089",97.0887401951584
"1090",85.6642036488045
"1091",82.1644807043503
"1092",80.0532134291852
"1093",79.5230273659623
"1094",85.7032791860267
"1095",82.9387408063036
"1096",92.8135295639785
"1097",83.0178823394615
"1098",89.7096230947331
"1099",82.1108505284313
"1100",75.89378181897
"1101",75.6260800486832
"1102",74.6277680115798
"1103",76.6520208505601
"1104",79.1590600153012
"1105",83.6627213630888
"1106",91.5568547341539
"1107",88.7647454523198
"1108",78.4339714843157
"1109",79.1411467636763
"1110",74.6943127699144
"1111",88.9140007391772
"1112",96.4273102763719
"1113",79.0666517621989
"1114",77.3387132580002
"1115",87.9194693232376
"1116",81.5483766899841
"1117",87.2117626295909
"1118",79.5291363928694
"1119",82.3669658316736
"1120",85.8536432334583
"1121",74.8613826421611
"1122",84.6005858080741
"1123",76.6069488600378
"1124",89.751973808441
"1125",81.9540412578998
"1126",82.2551584086784
"1127",82.9580728890009
"1128",84.5192168965102
"1129",89.7246435531084
"1130",83.7241622290573
"1131",84.2667861724525
"1132",88.1540378375703
"1133",90.4630131567643
"1134",90.6677416570531
"1135",86.1687590967511
"1136",87.8107448110084
"1137",87.040855933943
"1138",77.0430648610792
"1139",83.9311281042607
"1140",87.3953206580518
"1141",87.5302710829664
"1142",80.2776794480868
"1143",86.5273128757388
"1144",87.1165671856329
"1145",87.9406230388136
"1146",73.2766772930907
"1147",81.1892654574275
"1148",84.318638089961
"1149",81.6868572785285
"1150",88.7828247412475
"1151",87.4489740175324
"1152",79.0592902713638
"1153",91.3827383311933
"1154",76.4087938337749
"1155",85.2306148689552
"1156",86.46623934045
"1157",90.8947656580888
"1158",80.7571777124781
"1159",77.7424000525096
"1160",93.7154519210092
"1161",91.1487287728072
"1162",84.4229462991242
"1163",81.6743559739347
"1164",77.6520688181513
"1165",82.9416866595877
"1166",86.3735984800961
"1167",84.3742555552802
"1168",78.3732633687165
"1169",84.1600934846905
"1170",75.5950866270972
"1171",88.1895079425228
"1172",84.6223609210262
"1173",94.6576861886084
"1174",81.5845188174326
"1175",80.8586880408098
"1176",85.3159344732913
"1177",81.4750289504043
"1178",85.2416280289391
"1179",86.3517394728916
"1180",84.5312217521407
"1181",92.1033052569581
"1182",81.0070741439333
"1183",91.9216216053938
"1184",76.0015850952094
"1185",86.6512184927679
"1186",79.8136411554328
"1187",89.4962551248872
"1188",71.7452886372274
"1189",81.0727587235224
"1190",87.320127487432
"1191",85.5499686865016
"1192",78.0881965136967
"1193",82.8805122526444
"1194",78.9265126992719
"1195",80.2282826098235
"1196",92.7560658037978
"1197",90.4956640931488
"1198",94.039344144177
"1199",84.7595449810649
"1200",86.9724658525421
"1201",81.1424827704163
"1202",83.6205934000595
"1203",81.2262549087154
"1204",83.1185505491748
"1205",87.6937344188534
"1206",82.6037590438338
"1207",90.8983643236352
"1208",83.0948173201672
"1209",74.0684490932848
"1210",75.5475848639616
"1211",84.8810738084068
"1212",74.5158354647826
"1213",88.3938776195302
"1214",85.1710598187909
"1215",78.6410737598118
"1216",93.571560272438
"1217",77.2695309533785
"1218",88.6462759193236
"1219",80.9226628189306
"1220",83.7136100386058
"1221",73.526688390738
"1222",87.7295943208423
"1223",84.3214424810235
"1224",84.798986754311
"1225",81.7009586829794
"1226",80.5054694015994
"1227",83.4381686176143
"1228",74.6121509010355
"1229",82.3130127437006
"1230",93.4405858831958
"1231",81.8016227343826
"1232",81.3388366859797
"1233",84.1139056937321
"1234",77.1067405775635
"1235",91.1425357740715
"1236",84.9443238078455
"1237",85.9768862740192
"1238",84.7640443312025
"1239",84.5160263013422
"1240",85.7867093395301
"1241",83.326637731014
"1242",83.2183995192706
"1243",86.7988932469767
"1244",84.3991603734913
"1245",88.2276657706638
"1246",88.4400737923556
"1247",90.8311424685831
"1248",86.6355561794701
"1249",81.5893051784032
"1250",94.6788955748009
"1251",81.4829908149959
"1252",76.06804701948
"1253",84.677004164703
"1254",88.0746560074657
"1255",74.7597844059689
"1256",74.8240798292033
"1257",90.9581957641832
"1258",89.5731892553274
"1259",85.1171230008782
